fl_date,day_of_the_week,Month,mkt_unique_carrier,origin,dest,crs_dep_time,taxi_out,taxi_in,crs_arr_time,air_time,distance,origin_city,origin_state,dest_city,dest_state,origin_weather_condn,origin_tempC,origin_windspeedMiles,origin_winddir16Point,origin_WindGustMiles,origin_WindChillC,origin_precipInches,origin_humidity,origin_visibilityMiles,origin_pressureInches,origin_DewPointC,origin_cloudcover,origin_uvIndex,dest_weather_condn,dest_tempC,dest_windspeedMiles,dest_winddir16Point,dest_WindGustMiles,dest_WindChillC,dest_precipInches,dest_humidity,dest_visibilityMiles,dest_pressureInches,dest_DewPointC,dest_cloudcover,dest_uvIndex
2019-02-01,Friday,February,DL,CVG,DCA,700,40,4,838,63,411,Cincinnati, OH,Washington, DC,Moderate snow,-7,4,ESE,7,-8,0.0,77,1,30,-9,100,1,Overcast,-10,5,NE,7,-10,0.0,37,6,30,-21,88,1
2019-12-01,Sunday,December,DL,RDU,LGA,1030,21,6,1215,65,431,Raleigh/Durham, NC,New York, NY,Light rain,9,9,S,15,8,0.1,94,5,30,8,100,2,Overcast,3,16,SE,22,-3,0.0,82,6,30,0,100,1
2019-09-01,Sunday,September,DL,LGA,MCI,930,30,4,1150,162,1107,New York, NY,Kansas City, MO,Partly cloudy,20,9,NE,11,20,0.0,63,6,30,13,40,5,Mist,16,2,NE,3,16,0.0,95,1,30,15,46,4
2019-03-01,Friday,March,DL,ATL,CSG,1645,24,1,1732,19,83,Atlanta, GA,Columbus, GA,Cloudy,19,9,SW,10,19,0.0,73,6,30,14,69,4,Moderate rain,19,5,SW,14,19,0.1,82,4,30,16,90,4
2019-01-01,Tuesday,January,DL,MKE,MSP,1030,12,4,1151,55,297,Milwaukee, WI,Minneapolis, MN,Partly cloudy,-5,11,N,22,-12,0.0,82,6,30,-8,60,2,Sunny,-18,9,NNW,11,-26,0.0,91,6,31,-20,25,2
2019-06-01,Saturday,June,DL,DTW,AZO,820,13,5,914,28,113,Detroit, MI,Kalamazoo, MI,Sunny,18,9,W,14,18,0.0,77,6,30,14,12,5,Sunny,17,10,W,18,17,0.0,91,6,30,16,22,5
2019-05-01,Wednesday,May,DL,DTW,ORD,955,16,8,1017,44,235,Detroit, MI,Chicago, IL,Overcast,8,11,ESE,15,5,0.0,94,6,30,7,95,2,Heavy rain,10,3,SSW,7,9,0.8,99,3,30,10,100,2
2019-11-01,Friday,November,DL,BOS,ORD,1303,23,11,1508,142,867,Boston, MA,Chicago, IL,Sunny,13,19,WSW,22,10,0.0,38,6,30,-1,0,4,Partly cloudy,3,12,SW,13,-2,0.0,71,6,30,-2,53,2
2019-10-01,Tuesday,October,DL,FAR,MSP,1725,43,6,1839,43,223,Fargo, ND,Minneapolis, MN,Cloudy,9,13,N,15,6,0.0,68,6,30,3,71,2,Patchy light rain,11,13,NNE,18,9,0.1,85,5,30,9,73,1
2019-02-01,Friday,February,DL,DSM,LGA,825,12,12,1215,127,1031,Des Moines, IA,New York, NY,Freezing fog,-18,4,ESE,8,-23,0.0,84,0,30,-19,93,1,Overcast,-8,8,W,6,-12,0.0,44,6,30,-17,97,1
2019-05-01,Wednesday,May,DL,DFW,DTW,940,15,16,1324,130,986,Dallas/Fort Worth, TX,Detroit, MI,Patchy light rain with thunder,21,19,S,30,21,0.1,95,6,30,20,33,5,Cloudy,17,10,S,18,17,0.0,88,6,30,15,87,4
2019-10-01,Tuesday,October,DL,SHV,ATL,1415,10,13,1704,84,551,Shreveport, LA,Atlanta, GA,Sunny,33,8,SSE,9,33,0.0,47,6,30,20,0,8,Patchy rain possible,36,7,E,8,36,0.0,42,5,30,21,17,8
2019-04-30,Tuesday,April,DL,LGA,BNA,1629,27,6,1808,110,764,New York, NY,Nashville, TN,Overcast,15,3,SW,3,16,0.0,74,6,30,10,90,3,Clear,23,8,S,12,23,0.0,69,6,30,17,19,1
2019-05-01,Wednesday,May,DL,ORF,JFK,1700,21,15,1850,49,290,Norfolk, VA,New York, NY,Sunny,26,6,SSW,9,26,0.0,56,6,30,16,4,7,Overcast,12,12,ESE,16,11,0.0,80,6,30,9,96,1
2019-04-30,Tuesday,April,DL,RDU,LGA,700,32,5,847,62,431,Raleigh/Durham, NC,New York, NY,Sunny,19,8,SW,12,19,0.0,85,6,30,16,7,5,Light drizzle,11,2,SSE,2,11,0.0,83,1,30,8,94,3
2019-01-01,Tuesday,January,DL,SBN,ATL,1226,10,6,1440,95,566,South Bend, IN,Atlanta, GA,Cloudy,1,12,N,12,-3,0.0,73,6,30,-3,78,1,Patchy rain possible,17,7,NW,5,17,0.0,89,5,30,15,45,4
2019-09-01,Sunday,September,DL,JFK,PWM,935,19,4,1050,48,273,New York, NY,Portland, ME,Partly cloudy,20,9,NE,11,20,0.0,63,6,30,13,40,5,Sunny,15,7,NNE,10,15,0.0,78,6,30,11,13,5
2019-07-01,Monday,July,DL,ATL,MGM,1345,20,5,1340,22,147,Atlanta, GA,Montgomery, AL,Patchy rain possible,33,8,NW,10,33,0.0,42,5,30,19,29,7,Sunny,34,7,NW,8,34,0.0,45,6,30,20,14,8
2019-06-01,Saturday,June,DL,MOB,ATL,900,21,6,1121,48,302,Mobile, AL,Atlanta, GA,Sunny,23,4,ESE,9,23,0.0,80,6,30,20,8,6,Sunny,23,5,NW,6,23,0.0,61,6,30,15,20,6
2019-10-01,Tuesday,October,DL,LGA,BNA,1140,13,7,1327,102,764,New York, NY,Nashville, TN,Partly cloudy,19,6,SSW,8,19,0.0,72,6,30,14,58,5,Sunny,34,6,SSW,6,34,0.0,45,6,30,20,18,8
2019-01-01,Tuesday,January,DL,DTW,PHL,1240,19,4,1429,61,453,Detroit, MI,Philadelphia, PA,Light snow,1,7,SW,9,-3,0.0,79,6,30,-2,100,1,Sunny,13,12,WNW,23,11,0.0,51,6,30,3,0,4
2019-12-01,Sunday,December,DL,CVG,ORD,1835,22,7,1917,50,264,Cincinnati, OH,Chicago, IL,Overcast,3,11,WSW,16,-2,0.0,91,6,30,2,100,1,Blizzard,2,8,NW,11,-3,0.1,90,0,30,1,100,1
2019-02-01,Friday,February,DL,PHL,BOS,830,46,22,1010,46,280,Philadelphia, PA,Boston, MA,Partly cloudy,-13,5,NW,5,-14,0.0,47,6,30,-21,50,2,Partly cloudy,-14,13,W,13,-21,0.0,44,6,30,-23,4,2
2019-11-01,Friday,November,DL,EWR,BOS,1630,23,9,1758,39,200,Newark, NJ,Boston, MA,Sunny,11,17,W,19,9,0.0,46,6,30,0,0,4,Sunny,13,19,WSW,22,10,0.0,38,6,30,-1,0,4
2018-05-01,Tuesday,May,F9,MIA,PHL,1153,16,10,1448,141,1013,Miami, FL,Philadelphia, PA,Partly cloudy,25,11,E,14,25,0.0,68,6,30,18,28,6,Sunny,25,8,W,9,25,0.0,24,6,30,3,2,6
2018-02-01,Thursday,February,F9,PHX,MCO,715,19,6,1323,211,1849,Phoenix, AZ,Orlando, FL,Sunny,19,7,E,12,19,0.0,18,6,30,-5,0,5,Cloudy,21,3,S,3,21,0.0,55,6,30,12,68,5
2018-02-01,Thursday,February,F9,SFO,DEN,59,16,6,430,123,967,San Francisco, CA,Denver, CO,Partly cloudy,13,3,NE,5,14,0.0,73,6,30,8,49,1,Patchy light snow,-2,6,ESE,7,-7,0.0,87,6,30,-4,57,1
2018-12-01,Saturday,December,F9,MCO,BHM,1740,9,6,1815,72,479,Orlando, FL,Birmingham, AL,Overcast,26,11,SSE,14,26,0.0,62,6,30,18,90,6,Light rain shower,19,7,S,12,19,0.1,96,6,30,19,63,1
2018-04-01,Sunday,April,F9,MKE,MIA,645,17,12,1103,158,1258,Milwaukee, WI,Miami, FL,Sunny,-6,11,WNW,13,-12,0.0,63,6,30,-12,18,2,Overcast,23,6,E,9,24,0.0,74,6,30,19,88,5
2018-03-01,Thursday,March,F9,MSN,LAS,1532,11,7,1719,201,1454,Madison, WI,Las Vegas, NV,Cloudy,4,13,NNW,15,0,0.0,57,6,30,-4,71,1,Sunny,14,19,S,22,12,0.0,23,6,30,-7,2,4
2018-01-01,Monday,January,F9,MCO,SJU,2013,27,6,4,141,1189,Orlando, FL,San Juan, PR,Light drizzle,9,17,N,22,6,0.0,82,1,30,6,100,1,Clear,25,9,ESE,14,25,0.0,81,6,30,21,24,1
2018-09-01,Saturday,September,F9,COS,MCO,1926,8,7,104,173,1520,Colorado Springs, CO,Orlando, FL,Patchy rain possible,24,3,SSW,4,24,0.0,39,5,30,9,29,1,Partly cloudy,26,6,E,9,26,0.0,84,6,30,23,27,1
2018-08-01,Wednesday,August,F9,DEN,CLT,16,13,14,530,156,1337,Denver, CO,Charlotte, NC,Clear,20,3,W,7,20,0.0,40,6,30,6,0,1,Moderate or heavy rain shower,22,4,SSW,6,22,0.1,94,4,30,21,50,1
2018-03-01,Thursday,March,F9,MCO,LAS,610,14,7,829,291,2039,Orlando, FL,Las Vegas, NV,Sunny,20,6,SSW,9,20,0.0,88,6,30,18,11,5,Overcast,6,10,SSE,16,3,0.0,49,6,30,-4,89,2
2018-09-01,Saturday,September,F9,LAS,BNA,620,18,11,1157,201,1587,Las Vegas, NV,Nashville, TN,Sunny,29,2,WSW,4,29,0.0,11,6,30,-5,0,7,Patchy rain possible,22,2,SE,3,22,0.0,93,5,30,21,23,5
2018-01-01,Monday,January,F9,DEN,SFO,2212,33,8,2359,139,967,Denver, CO,San Francisco, CA,Partly cloudy,-6,1,ENE,2,-10,0.0,58,6,30,-13,46,1,Clear,14,3,NNE,5,14,0.0,70,6,30,9,8,1
2018-09-01,Saturday,September,F9,DEN,SAN,1710,14,6,1834,118,853,Denver, CO,San Diego, CA,Sunny,27,3,NNE,3,27,0.0,19,6,30,1,10,7,Clear,22,5,SSW,6,22,0.0,78,6,30,18,2,1
2018-05-01,Tuesday,May,F9,PHL,MIA,800,21,5,1103,134,1013,Philadelphia, PA,Miami, FL,Sunny,14,5,WNW,5,13,0.0,43,6,30,1,0,4,Partly cloudy,25,11,E,14,25,0.0,68,6,30,18,28,6
2018-01-01,Monday,January,F9,RSW,TTN,2015,10,7,2257,124,1028,Fort Myers, FL,Trenton, NJ,Cloudy,14,16,N,20,12,0.0,82,6,30,11,74,1,Cloudy,-9,7,WSW,11,-15,0.0,60,6,30,-16,83,1
2018-08-01,Wednesday,August,F9,SAT,CVG,1524,12,6,1904,129,1024,San Antonio, TX,Cincinnati, OH,Sunny,35,4,NNE,5,35,0.0,32,6,30,16,17,8,Patchy rain possible,22,3,SSE,5,22,0.1,87,5,30,20,20,1
2018-02-01,Thursday,February,F9,MCO,PHX,2005,14,30,2305,255,1849,Orlando, FL,Phoenix, AZ,Partly cloudy,19,2,ESE,4,19,0.0,62,6,30,12,34,1,Clear,29,2,WNW,2,29,0.0,10,6,30,-5,0,1
2018-12-01,Saturday,December,F9,GRR,MCO,1445,10,9,1730,147,1024,Grand Rapids, MI,Orlando, FL,Light drizzle,1,15,E,22,-4,0.0,96,1,30,1,100,1,Overcast,26,11,SSE,14,26,0.0,62,6,30,18,90,6
2018-11-01,Thursday,November,F9,LAS,IAD,640,19,9,1413,257,2065,Las Vegas, NV,Washington, DC,Sunny,13,4,NNW,8,13,0.0,25,6,30,-6,5,4,Sunny,25,12,SSW,14,25,0.0,48,6,30,13,2,6
2018-12-01,Saturday,December,F9,MCO,LAS,610,13,6,826,301,2039,Orlando, FL,Las Vegas, NV,Overcast,19,5,SE,10,19,0.0,85,6,30,17,100,4,Sunny,6,4,SE,7,5,0.0,63,6,30,-1,4,3
2018-05-01,Tuesday,May,F9,PHX,ORD,22,14,115,555,173,1440,Phoenix, AZ,Chicago, IL,Clear,24,10,WSW,12,24,0.0,18,6,30,-2,22,1,Partly cloudy,14,13,SSW,27,13,0.0,53,6,30,5,44,1
2018-07-01,Sunday,July,F9,ONT,SAT,954,17,7,1437,158,1166,Ontario, CA,San Antonio, TX,Sunny,22,6,SW,7,22,0.0,62,6,30,14,0,6,Sunny,35,9,SSE,11,35,0.0,39,6,30,19,0,8
2018-07-01,Sunday,July,F9,SAT,ATL,1525,14,7,1854,114,874,San Antonio, TX,Atlanta, GA,Sunny,35,9,SSE,11,35,0.0,39,6,30,19,0,8,Light rain shower,27,1,S,1,27,0.1,78,6,30,23,45,1
2018-09-01,Saturday,September,F9,MCO,COS,1630,17,6,1836,190,1520,Orlando, FL,Colorado Springs, CO,Moderate or heavy rain shower,32,8,E,9,32,0.1,54,4,30,22,51,7,Patchy rain possible,24,3,SSW,4,24,0.0,39,5,30,9,29,1
2018-01-01,Monday,January,F9,TPA,ISP,2120,11,5,2355,122,1034,Tampa, FL,Islip, NY,Overcast,7,16,NNE,18,3,0.0,71,6,30,2,100,1,Partly cloudy,-7,14,WNW,17,-15,0.0,55,6,30,-15,32,1
2018-07-01,Sunday,July,F9,AUS,TPA,525,11,8,850,132,928,Austin, TX,Tampa, FL,Partly cloudy,25,9,S,13,25,0.0,90,6,30,23,56,1,Sunny,26,5,SSE,6,26,0.0,81,6,30,23,25,7
2018-02-01,Thursday,February,F9,MCO,MEM,1420,15,6,1530,118,684,Orlando, FL,Memphis, TN,Cloudy,21,3,S,3,21,0.0,55,6,30,12,68,5,Overcast,10,6,NNW,10,9,0.0,92,6,30,9,100,3
2018-02-01,Thursday,February,F9,MEM,MCO,1620,12,11,1915,90,684,Memphis, TN,Orlando, FL,Overcast,10,6,NNW,10,9,0.0,92,6,30,9,100,3,Partly cloudy,19,2,ESE,4,19,0.0,62,6,30,12,34,1
2018-01-01,Monday,January,F9,MCO,MSY,655,18,7,747,86,551,Orlando, FL,New Orleans, LA,Light drizzle,15,3,NNE,5,15,0.0,85,1,30,13,100,4,Cloudy,-1,20,N,23,-8,0.0,50,6,30,-10,81,1
2018-04-01,Sunday,April,F9,TUL,DEN,1817,40,7,1906,85,541,Tulsa, OK,Denver, CO,Overcast,1,13,NNE,17,-4,0.0,57,6,30,-7,90,1,Clear,11,8,E,9,10,0.0,41,6,30,-2,2,1
2018-04-01,Sunday,April,F9,MSP,DEN,535,13,10,652,112,680,Minneapolis, MN,Denver, CO,Partly cloudy,-12,11,WNW,16,-20,0.0,84,6,30,-14,48,1,Partly cloudy,-3,5,ENE,6,-6,0.0,83,6,30,-5,52,2
2018-12-01,Saturday,December,F9,CVG,DEN,1905,15,10,2021,150,1069,Cincinnati, OH,Denver, CO,Moderate or heavy rain shower,12,12,SE,21,10,0.1,92,4,30,11,100,1,Clear,0,5,NNW,10,-4,0.0,32,6,30,-14,23,1
2018-08-01,Wednesday,August,F9,CVG,LGA,2002,21,13,2200,102,585,Cincinnati, OH,New York, NY,Patchy rain possible,22,3,SSE,5,22,0.1,87,5,30,20,20,1,Partly cloudy,29,14,SSW,22,29,0.0,67,6,30,22,51,1
2018-09-01,Saturday,September,F9,BNA,MCO,1245,23,9,1538,92,616,Nashville, TN,Orlando, FL,Torrential rain shower,29,3,SSE,4,29,0.4,70,1,30,23,30,6,Moderate or heavy rain shower,32,8,E,9,32,0.1,54,4,30,22,51,7
2018-05-01,Tuesday,May,F9,PHL,SAV,1538,14,11,1736,94,629,Philadelphia, PA,Savannah, GA,Sunny,25,8,W,9,25,0.0,24,6,30,3,2,6,Sunny,26,7,SE,8,26,0.0,35,6,30,9,0,7
2018-03-01,Thursday,March,F9,LAS,MCO,30,18,8,756,272,2039,Las Vegas, NV,Orlando, FL,Partly cloudy,10,12,S,18,7,0.0,40,6,30,-3,47,1,Sunny,20,6,SSW,9,20,0.0,88,6,30,18,11,5
2018-10-01,Monday,October,F9,RDU,SAT,705,19,6,922,158,1224,Raleigh/Durham, NC,San Antonio, TX,Sunny,20,2,ENE,3,20,0.0,87,6,30,18,0,6,Partly cloudy,22,4,ENE,6,22,0.0,93,6,30,21,49,6
2018-05-01,Tuesday,May,F9,LAS,CVG,1605,11,8,2257,185,1678,Las Vegas, NV,Cincinnati, OH,Light rain shower,20,8,SSE,10,20,0.0,32,6,30,2,45,4,Clear,19,7,S,16,19,0.0,68,6,30,13,1,1
2018-03-01,Thursday,March,F9,ATL,DEN,815,14,21,949,185,1199,Atlanta, GA,Denver, CO,Light rain shower,18,4,SSW,7,18,0.0,95,6,30,17,94,4,Sunny,-1,3,W,4,-2,0.0,65,6,30,-6,6,2
2018-03-01,Thursday,March,F9,LAS,MSN,920,26,5,1440,166,1454,Las Vegas, NV,Madison, WI,Overcast,6,10,SSE,16,3,0.0,49,6,30,-4,89,2,Cloudy,4,13,NNW,15,0,0.0,57,6,30,-4,71,1
2018-08-01,Wednesday,August,F9,LGA,DEN,2250,62,8,109,220,1620,New York, NY,Denver, CO,Partly cloudy,29,14,SSW,22,29,0.0,67,6,30,22,51,1,Clear,20,3,W,7,20,0.0,40,6,30,6,0,1
2018-07-01,Sunday,July,F9,DEN,ONT,745,15,5,904,103,819,Denver, CO,Ontario, CA,Sunny,12,3,SE,5,12,0.0,73,6,30,7,4,4,Sunny,22,6,SW,7,22,0.0,62,6,30,14,0,6
2018-04-01,Sunday,April,F9,DEN,ATL,1959,14,8,56,129,1199,Denver, CO,Atlanta, GA,Clear,11,8,E,9,10,0.0,41,6,30,-2,2,1,Clear,12,6,S,12,12,0.0,63,6,30,6,14,1
2018-07-01,Sunday,July,F9,DEN,ABQ,2205,8,8,2330,51,349,Denver, CO,Albuquerque, NM,Clear,29,10,NE,12,29,0.0,19,6,30,3,4,1,Clear,33,4,S,5,33,0.0,11,6,30,-2,6,1
2018-08-01,Wednesday,August,F9,CVG,SAT,1243,9,8,1434,153,1024,Cincinnati, OH,San Antonio, TX,Partly cloudy,25,4,SW,4,25,0.0,69,6,30,19,42,7,Sunny,35,4,NNE,5,35,0.0,32,6,30,16,17,8
2018-04-01,Sunday,April,F9,DEN,TUL,1450,14,8,1727,68,541,Denver, CO,Tulsa, OK,Sunny,7,10,NE,12,4,0.0,48,6,30,-3,7,3,Overcast,2,14,NNE,17,-3,0.0,68,6,30,-3,100,1
2019-10-01,Tuesday,October,F9,CVG,DEN,1239,9,9,1346,140,1069,Cincinnati, OH,Denver, CO,Partly cloudy,31,7,SW,8,31,0.0,51,6,30,20,33,8,Sunny,15,4,ENE,5,15,0.0,52,6,30,5,9,4
2019-04-01,Monday,April,F9,JAX,STL,745,11,6,900,106,753,Jacksonville, FL,St. Louis, MO,Light rain,12,7,NNE,11,11,0.1,83,5,30,9,91,3,Sunny,21,14,N,21,21,0.0,58,6,30,12,5,6
2019-02-01,Friday,February,F9,TPA,BUF,718,19,12,1000,144,1053,Tampa, FL,Buffalo, NY,Overcast,12,6,ENE,17,12,0.0,85,6,30,10,87,3,Overcast,-20,7,WSW,16,-27,0.0,72,6,30,-22,57,1
2019-01-01,Tuesday,January,F9,CLT,TTN,2134,12,7,2314,63,484,Charlotte, NC,Trenton, NJ,Clear,16,6,WSW,6,16,0.0,82,6,30,13,21,1,Clear,7,6,NW,17,5,0.0,63,6,30,1,0,1
2019-05-01,Wednesday,May,F9,PHL,DEN,1629,26,9,1859,220,1558,Philadelphia, PA,Denver, CO,Overcast,17,9,ESE,11,17,0.0,65,6,30,10,96,4,Moderate rain at times,5,15,ENE,28,2,0.1,62,4,30,-1,49,1
2019-05-01,Wednesday,May,F9,MCO,TTN,800,22,9,1029,122,896,Orlando, FL,Trenton, NJ,Sunny,23,8,E,13,23,0.0,82,6,30,20,19,6,Light drizzle,11,6,E,10,10,0.0,76,1,30,7,100,3
2019-06-01,Saturday,June,F9,BUF,DEN,1056,11,14,1235,189,1359,Buffalo, NY,Denver, CO,Torrential rain shower,15,11,SW,19,15,0.3,86,1,30,13,49,4,Sunny,22,7,ESE,9,22,0.0,33,6,30,5,8,6
2019-04-01,Monday,April,F9,MCO,LAS,605,15,6,828,279,2039,Orlando, FL,Las Vegas, NV,Overcast,18,8,NE,11,18,0.0,83,6,30,15,100,4,Sunny,16,3,NNE,5,16,0.0,23,6,30,-5,8,5
2019-04-01,Monday,April,F9,PHX,COS,1504,13,7,1748,82,551,Phoenix, AZ,Colorado Springs, CO,Overcast,24,7,E,8,24,0.0,11,6,30,-8,100,5,Sunny,10,4,SW,5,9,0.0,25,6,30,-9,0,4
2019-04-01,Monday,April,F9,LAS,COS,918,17,5,1222,81,604,Las Vegas, NV,Colorado Springs, CO,Sunny,16,3,NNE,5,16,0.0,23,6,30,-5,8,5,Sunny,10,4,SW,5,9,0.0,25,6,30,-9,0,4
2019-03-01,Friday,March,F9,TTN,MCO,600,65,16,847,139,896,Trenton, NJ,Orlando, FL,Heavy snow,-2,5,NE,4,-5,0.0,88,1,30,-4,100,1,Partly cloudy,19,5,SW,3,19,0.0,81,6,30,16,47,5
2019-11-01,Friday,November,F9,CVG,LGA,2007,14,7,2200,81,585,Cincinnati, OH,New York, NY,Clear,3,4,SW,6,1,0.0,66,6,30,-3,3,1,Clear,10,15,WNW,19,8,0.0,52,6,30,1,0,1
2019-10-01,Tuesday,October,F9,SNA,DEN,1947,18,8,2307,106,846,Santa Ana, CA,Denver, CO,Clear,20,8,WSW,9,20,0.0,62,6,30,13,0,1,Clear,14,13,NE,15,13,0.0,56,6,30,6,22,1
2019-03-01,Friday,March,F9,AUS,SNA,1559,14,8,1719,180,1209,Austin, TX,Santa Ana, CA,Cloudy,12,2,E,5,12,0.0,72,6,30,7,86,3,Partly cloudy,17,6,SSW,4,17,0.0,66,6,30,11,28,5
2019-09-01,Sunday,September,F9,COS,LAS,1635,10,12,1737,84,604,Colorado Springs, CO,Las Vegas, NV,Sunny,30,7,SSE,8,30,0.0,23,6,30,7,2,8,Partly cloudy,42,10,SE,12,42,0.0,10,6,30,4,43,10
2019-02-01,Friday,February,F9,BUF,TPA,1050,13,6,1359,148,1053,Buffalo, NY,Tampa, FL,Overcast,-20,7,WSW,16,-27,0.0,72,6,30,-22,57,1,Partly cloudy,22,6,E,12,23,0.0,71,6,30,17,58,6
2019-01-01,Tuesday,January,F9,TTN,CLT,1855,11,13,2044,85,484,Trenton, NJ,Charlotte, NC,Clear,7,6,NW,17,5,0.0,63,6,30,1,0,1,Clear,16,6,WSW,6,16,0.0,82,6,30,13,21,1
2019-11-01,Friday,November,F9,LGA,DEN,2246,16,9,112,222,1620,New York, NY,Denver, CO,Clear,10,15,WNW,19,8,0.0,52,6,30,1,0,1,Clear,-1,3,WSW,6,-2,0.0,69,6,30,-6,11,1
2019-05-01,Wednesday,May,F9,BNA,DEN,600,27,7,801,140,1014,Nashville, TN,Denver, CO,Sunny,20,10,S,17,20,0.0,80,6,30,16,13,5,Patchy moderate snow,2,2,NE,3,1,0.0,93,4,30,1,41,1
2019-01-01,Tuesday,January,F9,MCO,SYR,1247,10,4,1527,132,1053,Orlando, FL,Syracuse, NY,Partly cloudy,27,9,SSW,6,27,0.0,56,6,30,17,52,7,Heavy snow,1,9,NW,20,-5,0.0,78,1,30,-2,100,1
2019-10-01,Tuesday,October,F9,DCA,DEN,700,10,5,909,211,1476,Washington, DC,Denver, CO,Partly cloudy,20,4,SSE,5,20,0.0,78,6,30,16,45,5,Partly cloudy,11,7,NE,8,9,0.0,72,6,30,6,27,4
2019-11-01,Friday,November,F9,TUL,DEN,1530,19,12,1621,97,541,Tulsa, OK,Denver, CO,Sunny,11,16,SSW,19,8,0.0,43,6,30,-1,0,4,Sunny,1,4,ENE,4,-1,0.0,73,6,30,-3,14,2
2019-06-01,Saturday,June,F9,TTN,CLT,1144,14,10,1333,74,484,Trenton, NJ,Charlotte, NC,Sunny,21,1,W,2,21,0.0,62,6,30,13,9,6,Partly cloudy,29,6,NNW,7,29,0.0,37,6,30,13,25,7
2019-02-01,Friday,February,F9,TPA,PVD,1449,14,7,1747,142,1136,Tampa, FL,Providence, RI,Partly cloudy,22,6,E,12,23,0.0,71,6,30,17,58,6,Overcast,-10,12,W,7,-17,0.0,37,6,30,-21,77,1
2019-03-01,Friday,March,F9,SNA,AUS,1014,18,6,1513,129,1209,Santa Ana, CA,Austin, TX,Sunny,14,1,SE,2,15,0.0,86,6,30,12,24,4,Cloudy,12,2,E,5,12,0.0,72,6,30,7,86,3
2019-03-01,Friday,March,F9,IAH,DEN,515,11,15,657,141,862,Houston, TX,Denver, CO,Overcast,9,7,N,8,8,0.0,79,6,30,6,89,1,Sunny,2,8,SSW,14,-1,0.0,63,6,30,-4,11,2
2019-01-01,Tuesday,January,F9,TPA,TTN,1539,14,5,1815,117,955,Tampa, FL,Trenton, NJ,Partly cloudy,26,6,SSE,9,26,0.0,60,6,30,18,39,7,Clear,7,6,NW,17,5,0.0,63,6,30,1,0,1
2019-11-01,Friday,November,F9,LAS,DEN,1715,23,13,2016,101,628,Las Vegas, NV,Denver, CO,Sunny,17,3,N,4,17,0.0,4,6,30,-26,0,5,Clear,-1,4,SSW,6,-3,0.0,79,6,31,-4,19,1
2019-01-01,Tuesday,January,F9,TTN,TPA,1200,15,26,1449,149,955,Trenton, NJ,Tampa, FL,Sunny,13,11,WNW,25,10,0.0,54,6,30,4,0,4,Partly cloudy,26,6,SSE,9,26,0.0,60,6,30,18,39,7
2019-03-01,Friday,March,F9,DEN,SNA,755,16,6,924,134,846,Denver, CO,Santa Ana, CA,Sunny,2,8,SSW,14,-1,0.0,63,6,30,-4,11,2,Sunny,14,1,SE,2,15,0.0,86,6,30,12,24,4
2019-10-01,Tuesday,October,F9,LGA,CVG,915,18,8,1149,86,585,New York, NY,Cincinnati, OH,Partly cloudy,19,6,SSW,8,19,0.0,72,6,30,14,58,5,Partly cloudy,21,4,S,9,21,0.0,80,6,30,18,34,6
2019-04-01,Monday,April,F9,COS,PHX,1312,15,6,1414,83,551,Colorado Springs, CO,Phoenix, AZ,Sunny,10,4,SW,5,9,0.0,25,6,30,-9,0,4,Overcast,24,7,E,8,24,0.0,11,6,30,-8,100,5
2019-11-01,Friday,November,F9,DEN,CVG,1426,12,7,1900,121,1069,Denver, CO,Cincinnati, OH,Sunny,1,4,ENE,4,-1,0.0,73,6,30,-3,14,2,Clear,3,4,SW,6,1,0.0,66,6,30,-3,3,1
2019-09-01,Sunday,September,F9,LAS,TPA,2125,10,5,455,233,1984,Las Vegas, NV,Tampa, FL,Clear,37,15,SSW,19,37,0.0,14,6,30,5,10,1,Clear,26,13,ENE,19,26,0.0,84,6,30,23,12,1
2019-05-01,Wednesday,May,F9,TTN,FLL,1109,12,21,1352,138,1026,Trenton, NJ,Fort Lauderdale, FL,Light drizzle,11,6,E,10,10,0.0,76,1,30,7,100,3,Moderate or heavy rain shower,27,22,E,30,27,0.2,67,4,30,20,55,6
2019-10-01,Tuesday,October,F9,DEN,SNA,1733,10,6,1902,132,846,Denver, CO,Santa Ana, CA,Sunny,15,4,ENE,5,15,0.0,52,6,30,5,9,4,Clear,20,8,WSW,9,20,0.0,62,6,30,13,0,1
2019-05-01,Wednesday,May,F9,DEN,ATL,1949,16,6,50,139,1199,Denver, CO,Atlanta, GA,Moderate rain at times,5,15,ENE,28,2,0.1,62,4,30,-1,49,1,Clear,22,6,SSE,9,22,0.0,75,6,30,17,7,1
2018-08-01,Wednesday,August,G4,AVL,PGD,700,9,7,841,86,588,Asheville, NC,Punta Gorda, FL,Mist,19,1,S,2,19,0.0,96,1,30,18,82,4,Sunny,26,8,SE,13,26,0.0,85,6,30,23,20,7
2018-02-01,Thursday,February,G4,FWA,SFB,1038,9,6,1255,120,870,Fort Wayne, IN,Sanford, FL,Partly cloudy,0,9,WSW,16,-5,0.0,84,6,30,-2,47,2,Cloudy,21,1,S,1,21,0.0,57,6,30,12,66,5
2018-04-01,Sunday,April,G4,CHA,SFB,1525,10,7,1655,69,490,Chattanooga, TN,Sanford, FL,Sunny,22,6,SW,7,22,0.0,45,6,30,9,18,6,Partly cloudy,25,6,NNE,6,26,0.0,65,6,30,19,38,7
